theme,question,option_a,option_b,option_c,option_d,correct,level
Harry Potter,"In Harry Potter and the Half-Blood Prince, what potion does Harry accidentally use to win Slughorn's bottle in the lesson?",Felix Felicis,Amortentia,Draught of Living Death,Veritaserum,A,3
Harry Potter,"In Harry Potter and the Deathly Hallows – Part 1, what is the name of the goblin who helps Harry break into Gringotts?",Griphook,Gornuk,Bogrod,Ragnok,A,3
Harry Potter,"In Harry Potter and the Philosopher’s Stone, what is the three-headed dog guarding?",The Philosopher's Stone,The Chamber of Secrets,The Sorting Hat,The Mirror of Erised,A,3
Harry Potter,"In Harry Potter and the Chamber of Secrets, what is the full name of the ghost who haunts the girls' bathroom?",Moaning Myrtle,Nearly Headless Nick,The Fat Friar,The Grey Lady,A,3
Harry Potter,"In Harry Potter and the Order of the Phoenix, what is the address of the Ministry of Magic's visitor entrance?",12 Grimmauld Place,4 Privet Drive,97,Platform 9¾,C,3
Harry Potter,"In Harry Potter and the Deathly Hallows – Part 2, what does the Elder Wand's core consist of?",Thestral hair,Dragon heartstring,Unicorn hair,Phoenix feather,A,3
Harry Potter,"In Harry Potter and the Prisoner of Azkaban, what spell does Hermione use to knock out Snape in the Shrieking Shack?",Stupefy,Petrificus Totalus,Expelliarmus,Impedimenta,A,3
Harry Potter,"In Harry Potter and the Goblet of Fire, who is the Beauxbatons headmistress?",Madame Maxime,Fleur Delacour,Olympe Maxime,Gabrielle Delacour,C,3
Harry Potter,"In Harry Potter and the Half-Blood Prince, what is the name of the cursed necklace that nearly kills Katie Bell?",Opal Necklace,Slytherin's Locket,Hufflepuff's Cup,Ravenclaw's Diadem,A,3
Harry Potter,"In Harry Potter and the Philosopher’s Stone, what is Hagrid's illegal dragon named?",Norbert,Fang,Fluffy,Buckbeak,A,3
Harry Potter,"In Harry Potter and the Chamber of Secrets, what vehicle does Dobby use to save Harry from the Dursleys?",A flying Ford Anglia,A broomstick,The Knight Bus,A Portkey,A,3
Harry Potter,"In Harry Potter and the Order of the Phoenix, what is the prophecy about Harry and Voldemort stored in?",A glass orb,A Pensieve,A book,A locket,A,3
Harry Potter,"In Harry Potter and the Deathly Hallows – Part 1, what disguise does Hermione use at the wedding?",A redhead,A blonde,A brunette,A bald woman,A,3
Harry Potter,"In Harry Potter and the Prisoner of Azkaban, what is the name of the sweet that allows the eater to become an Animagus temporarily?",Bertie Bott's Every Flavor Beans,Ton-Tongue Toffee,Chocolate Frogs,Pumpkin Pasties,B,3
Harry Potter,"In Harry Potter and the Goblet of Fire, what creature pulls the Durmstrang ship out of the lake?",Merpeople,Giants,Hippogriffs,Trolls,A,3
Harry Potter,"In Harry Potter and the Half-Blood Prince, who teaches Harry the Sectumsempra spell?",The Half-Blood Prince's book,Snape,Draco Malfoy,Dumbledore,A,3
Harry Potter,"In Harry Potter and the Philosopher’s Stone, what is the password to the Gryffindor common room in the first year?",Caput Draconis,Pig Snout,Baubles,Wattlebird,A,3
Harry Potter,"In Harry Potter and the Chamber of Secrets, what is the name of the Weasleys' home?",The Burrow,The Shack,Grimmauld Place,Malfoy Manor,A,3
Harry Potter,"In Harry Potter and the Order of the Phoenix, what position does Umbridge hold at Hogwarts?",High Inquisitor,Defense Against the Dark Arts professor,Transfiguration teacher,Headmistress,A,3
Harry Potter,"In Harry Potter and the Deathly Hallows – Part 2, what is the name of the bridge that collapses during the Battle of Hogwarts?",Hogwarts Bridge,Black Lake Bridge,Viaduct Bridge,Forbidden Forest Bridge,C,3
Harry Potter,"In Harry Potter and the Prisoner of Azkaban, what form does Sirius Black's Animagus take?",A dog,A rat,A stag,A cat,A,3
Harry Potter,"In Harry Potter and the Goblet of Fire, what is the first task of the Triwizard Tournament?",Battling a dragon,Rescuing a hostage,Navigating a maze,Brewing a potion,A,3
Harry Potter,"In Harry Potter and the Half-Blood Prince, what is Slughorn's first name?",Horace,Severus,Albus,Remus,A,3
Harry Potter,"In Harry Potter and the Philosopher’s Stone, who is the captain of the Gryffindor Quidditch team?",Oliver Wood,Angelina Johnson,Fred Weasley,Katie Bell,A,3
Harry Potter,"In Harry Potter and the Chamber of Secrets, what is the password to Slytherin common room when Draco is prefect?",Pure-blood,Parseltongue,Serpent,Mudblood,A,3
Harry Potter,"In Harry Potter and the Order of the Phoenix, what is the name of Harry's secret defense group?",Dumbledore's Army,Order of the Phoenix,Gryffindor Guardians,Potterwatch,A,3
Harry Potter,"In Harry Potter and the Deathly Hallows – Part 1, what radio program do the trio listen to for news?",Potterwatch,Wizarding Wireless Network,Daily Prophet Broadcast,Ministry Updates,A,3
Harry Potter,"In Harry Potter and the Prisoner of Azkaban, what is the name of the pub in Hogsmeade?",The Three Broomsticks,The Hog's Head,The Leaky Cauldron,The Shrieking Shack,A,3
Harry Potter,"In Harry Potter and the Goblet of Fire, what does Barty Crouch Jr. use to impersonate Moody?",Polyjuice Potion,Transfiguration,An Invisibility Cloak,A Confundus Charm,A,3
Harry Potter,"In Harry Potter and the Half-Blood Prince, what memory does Dumbledore show Harry of Tom Riddle's childhood?",The orphanage,The Gaunt family,Hogwarts arrival,The first Horcrux,A,3
Harry Potter,"In Harry Potter and the Philosopher’s Stone, what does Quirrell use to protect the Stone?",A troll,The Mirror of Erised,Devil's Snare,A three-headed dog,B,3
Harry Potter,"In Harry Potter and the Chamber of Secrets, who is the heir of Slytherin?",Tom Riddle,Draco Malfoy,Lucius Malfoy,Salazar Slytherin,A,3
Harry Potter,"In Harry Potter and the Order of the Phoenix, what creature attacks Arthur Weasley?",A snake,A werewolf,A vampire,A dementor,A,3
Harry Potter,"In Harry Potter and the Deathly Hallows – Part 2, who destroys the Horcrux in Ravenclaw's diadem?",Fiendfyre,The Elder Wand,Basilisk venom,Sectumsempra,A,3
Harry Potter,"In Harry Potter and the Prisoner of Azkaban, what is the name of the executioner for Buckbeak?",Walden Macnair,Cornelius Fudge,Hagrid,Draco Malfoy,A,3
Harry Potter,"In Harry Potter and the Goblet of Fire, what song do the Weird Sisters play at the Yule Ball?",Do the Hippogriff,Wingardium Leviosa,Accio Dance,Expecto Patronum,A,3
Harry Potter,"In Harry Potter and the Half-Blood Prince, what is the name of the cave where Dumbledore and Harry retrieve the locket?",The Crystal Cave,The Inferi Cave,The Horcrux Cave,The Sea Cave,C,3
Harry Potter,"In Harry Potter and the Philosopher’s Stone, what is the final password to the Gryffindor common room?",Lemon Drop,Sherbet Lemon,Baubles,Pig Snout,B,3
Harry Potter,"How many gifts did Dudley Dursley receive on his 11th birthday, which he complained was 1 less than last year? (Philosopher's Stone)",37,35,36,38,C,3
Harry Potter,What is the name of the store where Harry Potter met Gilderoy Lockhart for the very first time? (Chamber of Secrets),Ollivanders,Flourish and Blotts,Madam Malkin's,Quality Quidditch Supplies,B,3
Harry Potter,In which order do the Marauders’ names appear on the Marauder’s Map? (Prisoner of Azkaban),"Padfoot, Prongs, Moony, Wormtail","Moony, Wormtail, Padfoot, Prongs","Wormtail, Moony, Prongs, Padfoot","Prongs, Padfoot, Wormtail, Moony",B,3
Harry Potter,What is the name of the dragon that Cedric Diggory has to face in the Triwizard Tournament? (Goblet of Fire),Hungarian Horntail,Chinese Fireball,Swedish Short-Snout,Common Welsh Green,C,3
Harry Potter,Where is the Order of the Phoenix headquarters located? (Order of the Phoenix),The Burrow,12 Grimmauld Place,Hogwarts,Godric's Hollow,B,3
Harry Potter,Who is the student that gets cursed by the necklace in the 6th film? (Half-Blood Prince),Lavender Brown,Katie Bell,Cho Chang,Luna Lovegood,B,3
Harry Potter,What does Hermione receive from Dumbledore's will? (Deathly Hallows: Part 1),A Deluminator,The Tales of Beedle the Bard,A sword,A pensieve,B,3
Harry Potter,Who was the first character to speak in the final movie of the series? (Deathly Hallows: Part 2),Harry Potter,Ron Weasley,Luna Lovegood,Hermione Granger,C,3
Harry Potter,What is the name of the three-headed dog that guarded the Philosopher's Stone? (Philosopher's Stone),Fang,Norbert,Fluffy,Aragog,C,3
Harry Potter,"Finish this quote: ""The Chamber of Secrets has been opened"", _____________ (Chamber of Secrets)",fear the heir,"enemies of the heir, beware",the serpent awakens,darkness rises,B,3
Harry Potter,Who directed the 3rd movie? (Prisoner of Azkaban),Chris Columbus,Alfonso Cuarón,Mike Newell,David Yates,B,3
Harry Potter,How old do you have to be to put your name in the Goblet of Fire? (Goblet of Fire),16,18,15,17,D,3
Harry Potter,What line must Harry write repeatedly while in detention? (Order of the Phoenix),I must not lie,I must not tell lies,I will not disobey,I must behave,B,3
Harry Potter,What year did the 6th movie come out in theaters? (Half-Blood Prince),2008,2010,2009,2007,C,3
Harry Potter,A Hogwarts professor is murdered by Nagini as she pleaded for Severus Snape to help her. Who was this? (Deathly Hallows: Part 1),Sybill Trelawney,Charity Burbage,Pomona Sprout,Minerva McGonagall,B,3
Harry Potter,What type of dragon is guarding Gringotts Bank? (Deathly Hallows: Part 2),Norwegian Ridgeback,Ukrainian Ironbelly,Swedish Short-Snout,Hungarian Horntail,B,3
Harry Potter,What is the number of Harry Potter's vault at Gringotts? (Philosopher's Stone),713,687,456,999,B,3
Harry Potter,What was the name of the dangerous plant that the second years learned about in Herbology? (Chamber of Secrets),Devil's Snare,Mandrakes,Venomous Tentacula,Fluxweed,B,3
Harry Potter,What was the exact time that Harry & Hermione went back in time to using the Time-Turner? (Prisoner of Azkaban),8:00 PM,7:30 PM,6:45 PM,9:15 PM,B,3
Harry Potter,What color was Harry’s bow tie at the Yule Ball? (Goblet of Fire),Black,Red,White,Green,C,3
Harry Potter,What is the name of Hagrid’s half-brother? (Order of the Phoenix),Grawp,Norbert,Buckbeak,Firenze,A,3
Harry Potter,Who is Ron’s competition for the keeper position at the Gryffindor Quidditch tryouts? (Half-Blood Prince),Oliver Wood,Cormac McLaggen,Seamus Finnigan,Dean Thomas,B,3
Harry Potter,Who replaced Rufus Scrimgeour as the new Minister for Magic? (Deathly Hallows: Part 1),Cornelius Fudge,Pius Thicknesse,Kingsley Shacklebolt,Dolores Umbridge,B,3
Harry Potter,What is the final line of the series? (Deathly Hallows: Part 2),Always,Ready,Goodbye,Forever,B,3
Harry Potter,What is the runtime of the longest Harry Potter movie? (Chamber of Secrets),2 hours 41 minutes,2 hours 37 minutes,2 hours 33 minutes,2 hours 32 minutes,A,3
Harry Potter,What is the runtime of the shortest Harry Potter movie? (Deathly Hallows: Part 2),2 hours 19 minutes,2 hours 26 minutes,2 hours 10 minutes,2 hours 22 minutes,C,3
Harry Potter,Which actor was rumored for the role of Harry Potter but did not get cast? (Philosopher's Stone),Eddie Redmayne,Liam Aiken,Tom Felton,Jamie Campbell Bower,B,3
Harry Potter,Which actor auditioned for both Harry and Ron but was cast as Draco Malfoy? (Philosopher's Stone),Liam Aiken,Tom Felton,Hugh Grant,Ian McKellen,B,3
Harry Potter,Which actor really wanted to play Hagrid but was turned down due to the British actors rule? (Philosopher's Stone),Robin Williams,Tim Roth,Rosie O'Donnell,Helen McCrory,A,3
Harry Potter,Which actress wanted to play Molly Weasley but was turned down due to the British actors rule? (Chamber of Secrets),Naomi Watts,Rosie O'Donnell,Helena Bonham Carter,J.K. Rowling,B,3
Harry Potter,Which actor was originally offered the role of Severus Snape but turned it down? (Philosopher's Stone),Alan Rickman,Tim Roth,Ian McKellen,Hugh Grant,B,3
Harry Potter,Which actor auditioned to play Tom Riddle in Chamber of Secrets? (Chamber of Secrets),Eddie Redmayne,Jamie Campbell Bower,Tom Felton,Liam Aiken,A,3
Harry Potter,Which actor auditioned to play Tom Riddle in Half-Blood Prince? (Half-Blood Prince),Eddie Redmayne,Jamie Campbell Bower,Ian McKellen,Tim Roth,B,3
Harry Potter,Which actress was originally cast as Bellatrix Lestrange but had to pass due to pregnancy? (Order of the Phoenix),Helena Bonham Carter,Helen McCrory,Naomi Watts,J.K. Rowling,B,3
Harry Potter,There were reports that which actress was going to play Narcissa Malfoy in Half-Blood Prince? (Half-Blood Prince),Helena Bonham Carter,Helen McCrory,Naomi Watts,Rosie O'Donnell,C,3
Harry Potter,"After Richard Harris's passing, which actor was offered the role of Albus Dumbledore? (Chamber of Secrets)",Ian McKellen,Tim Roth,Hugh Grant,Robin Williams,A,3
Harry Potter,J.K. Rowling was asked to play which role but turned it down? (Philosopher's Stone),Molly Weasley,Lily Potter,Narcissa Malfoy,Petunia Dursley,B,3
Harry Potter,Which actor turned down the role of Professor Lockhart in the second movie? (Chamber of Secrets),Hugh Grant,Tim Roth,Ian McKellen,Eddie Redmayne,A,3
Harry Potter,What distraction did Cedric Diggory use to get past the dragon in the Triwizard Tournament? (Goblet of Fire),A rock turned into a dog,Fire from his wand,An invisibility cloak,A stunning spell,A,3
Harry Potter,What was the biggest weakness of the three-headed dog Fluffy? (Philosopher's Stone),Fire,Music,Water,Light,B,3
Harry Potter,What did Petunia Dursley promise Dudley after he complained about his gifts? (Philosopher's Stone),One more present,Two more presents,A trip to the zoo,New toys,B,3
Harry Potter,Where was the book signing event where Harry met Lockhart and Lucius slipped the diary to Ginny? (Chamber of Secrets),Diagon Alley,Flourish and Blotts,Hogsmeade,Platform 9¾,B,3
Harry Potter,What skill did Cedric use to distract the Swedish Short-Snout? (Goblet of Fire),Charms,Transfiguration,Potions,Herbology,B,3
Harry Potter,What house was the Marauder's Map's headquarters originally from? (Prisoner of Azkaban),Slytherin,Gryffindor,Ravenclaw,Hufflepuff,B,3
Harry Potter,What was the purpose of the necklace that cursed Katie Bell? (Half-Blood Prince),To curse Draco,To kill Dumbledore,To steal the Horcrux,To curse Harry,B,3
Harry Potter,What did the Tales of Beedle the Bard feature regarding the Deathly Hallows? (Deathly Hallows: Part 1),The three brothers story,A map to the Hallows,Spells to use them,Their destruction,A,3
Harry Potter,What was Luna Lovegood's first line in Deathly Hallows: Part 2? (Deathly Hallows: Part 2),We're safe now,It's beautiful here,The end is near,Follow me,B,3
Harry Potter,"Where was the writing ""The Chamber of Secrets has been opened"" found? (Chamber of Secrets)",On a wall at Hogwarts,In a book,On the floor,In the diary,A,3
Harry Potter,What spell was put on the Goblet of Fire to enforce the age limit? (Goblet of Fire),An Age Line,A Binding Spell,A Protection Charm,An Imperius Curse,A,3
Harry Potter,What was the form of torture used on Harry during detention with Umbridge? (Order of the Phoenix),A blood quill,Veritaserum,Cruciatus Curse,Legilimency,A,3
Harry Potter,"In the first movie, which four characters does Harry meet on his first visit to the Leaky Cauldron?","Tom the bartender, Cornelius Fudge, Dedalus Diggle, and Professor Quirrell","Tom the bartender, Doris Crockford, Dedalus Diggle, and Professor Quirrell","Tom the bartender, Mundungus Fletcher, Dedalus Diggle, and Professor Quirrell","Tom the bartender, Doris Crockford, Albus Dumbledore, and Professor Quirrell",B,3
Harry Potter,"In the first movie, after rescuing Harry from Godric’s Hollow, who did Hagrid borrow the flying motorbike from?",Remus Lupin,James Potter,Sirius Black,Alastor Moody,C,3
Harry Potter,"In the first movie, what happened when Aunt Petunia tried to cut Harry’s hair?",It turned white overnight,It regrew overnight,It became curly overnight,It fell out overnight,B,3
Harry Potter,"In the first movie, which Quidditch ball earns you the least number of points?",The Golden Snitch (150 points),The Quaffle (10 points),A Bludger (0 points),The Remembrall (50 points),C,3
Harry Potter,"In the first movie, on Privet Drive, what type of candy does Dumbledore offer to Professor McGonagall?",Bertie Bott's Every Flavor Beans,Chocolate Frog,Lemon drop,Acid Pops,C,3
Harry Potter,"In the first movie, during their first flying lesson, what possession of Neville’s does Harry retrieve?",His wand,A Remembrall,His broomstick,His glasses,B,3
Harry Potter,"In the first movie, in Ollivander’s, what happens when Harry uses the holly and phoenix feather wand for the first time?",It emits blue sparks,It shoots red and gold sparks,It glows green,It explodes in flames,B,3
Harry Potter,"In the first movie, what do the Dursleys send Harry for Christmas?",A single knut,A toothpick,A fifty-pence piece,Nothing at all,C,3
Harry Potter,"In the first movie, Snape’s first question to Harry is “What would I get if I added powdered root of asphodel to an infusion of wormwood?” What is the answer?",The Elixir to Induce Euphoria,The Draught of Living Death,Veritaserum,Felix Felicis,B,3
Harry Potter,"In the first movie, how many Gryffindor students earned additional points at the end-of-year feast?","Three—Hermione, Harry, and Ron","Four—Hermione, Harry, Ron, and Neville","Five—Hermione, Harry, Ron, Neville, and Hagrid",Two—Harry and Ron,B,3
Harry Potter,"In the first movie, what is the result of drinking unicorn blood?",It grants eternal youth,The drinker will be saved from death but live a cursed life,It causes instant death,It enhances magical powers,B,3
Harry Potter,"In the first movie, in the Forbidden Forest, what does Bane repeatedly observe about the sky?","""Venus is bright tonight""","""Jupiter is bright tonight""","""Mars is bright tonight""","""Saturn is bright tonight""",C,3
Harry Potter,"In the first movie, who catches Harry and Hermione in the Astronomy Tower after they release Norbert?",Professor Snape,Professor McGonagall,Filch,Draco Malfoy,C,3
Harry Potter,"In the first movie, Ollivander tells Harry that James Potter’s wand was excellent for a certain type of magic–which type?",Charms,Potions,Transfiguration,Defense Against the Dark Arts,C,3
Harry Potter,"In the first movie, where is Hagrid when he wins the dragon’s egg?",The Three Broomsticks,The Hog’s Head pub,Diagon Alley,Madam Malkin's,B,3
Harry Potter,"In the second movie, what does Dobby do that earns Harry a warning from the Ministry of Magic?",Performs a Levitation Charm,Performs a Hover Charm,Performs an Expelliarmus,Performs a Wingardium Leviosa,B,3
Harry Potter,"In the second movie, how is a basilisk created?",By hatching a snake egg under a rooster,By hatching a chicken egg under a toad,By transfiguring a spider,By brewing a special potion,B,3
Harry Potter,"In the second movie, what assignment does Gilderoy Lockhart give to his students on the first day of class?",An essay on defensive spells,A quiz about himself and his books,A practical duel,A potion recipe,B,3
Harry Potter,"In the second movie, who figures out that the “monster” in the Chamber of Secrets is a basilisk?",Ron Weasley,Hermione,Harry Potter,Professor Dumbledore,B,3
Harry Potter,"In the second movie, what is the password to the Slytherin common room?",Mudblood,Pure-blood,Serpent,Salazar,B,3
Harry Potter,"In the second movie, name the third and final way that Dobby tries to “convince” Harry to leave Hogwarts.",He enchants his broom,He seals the platform barrier,He jinxes a Bludger to try and knock him off his broom,He poisons his food,C,3
Harry Potter,"In the second movie, who tells Tom Riddle that Hogwarts will be closed if the person responsible for opening the Chamber of Secrets is not caught?",Professor Slughorn,Headmaster Dippet,Professor Dumbledore,Professor McGonagall,B,3
Harry Potter,"In the second movie, why does Harry have to regrow his arm bones?",He broke them in a Quidditch match,Professor Lockhart removed the bones in his arm instead of mending them,He was attacked by the basilisk,He fell from the Astronomy Tower,B,3
Harry Potter,"In the second movie, what causes Fawkes to fly into the Chamber of Secrets?",A summoning charm,"Harry proclaims that Dumbledore is a greater wizard than Voldemort, even in the face of death",An order from Dumbledore,The basilisk's roar,B,3
Harry Potter,"In the second movie, what happens if you hear a baby Mandrake cry?",You are turned to stone,You are knocked unconscious,You gain enhanced hearing,You fall in love,B,3
Harry Potter,"In the second movie, in Flourish and Blotts, what item does Lucius Malfoy hide Tom Riddle’s diary in?",Harry's copy of Quidditch Through the Ages,Ginny’s copy of A Beginner’s Guide to Transfiguration,Ron's wand,Hermione's textbook,B,3
Harry Potter,"In the second movie, what ingredients does Hermione steal from Snape’s private stores for the Polyjuice Potion?",Unicorn hair and dragon scales,Boomslang skin and lacewing flies,Phoenix tears and basilisk venom,Mandrake root and gillyweed,B,3
Harry Potter,"In the second movie, why does Gilderoy Lockhart’s final Memory Charm backfire?",He uses Harry's wand,He uses Ron’s broken wand,He miscasts the spell,The wand rejects him,B,3
Harry Potter,"In the second movie, what punishments do Harry and Ron receive after flying the Ford Anglia to Hogwarts?",Detention with Filch,"Ron has to polish the trophy room without magic, and Harry must help Lockhart answer fan mail",Points deduction from Gryffindor,Banned from Hogsmeade,B,3
Star Wars,"In Star Wars: The Force Awakens, which character has Darth Vader's damaged mask?",Rey,Finn,Luke Skywalker,Kylo Ren,D,1
Star Wars,How did Princess Leia get her title of royalty?,Her sharp aim with a blaster,A mocking nickname from Han Solo,She is the adopted daughter of Bail Organa and Queen Breha,She is the daughter of Queen Katrina of the Geonosians,C,1
Star Wars,"While the Jedi use a number of crystal colors for their lightsabers, what color is preferred by the Sith?",Blue,Green,Purple,Red,D,1
Star Wars,Who destroyed the Droid Control Ship when they accidentally activated a Naboo Fighter's Autopilot?,Obi Wan Kenobi,Biggs Darklighter,Jar Jar Binks,Anakin Skywalker,D,1
Star Wars,Where does Yoda live when he first trains Luke Skywalker?,Tatooine,Coruscant,Dagobah,Hoth,C,1
Star Wars,"While fighting his own father in the Cloud City, which hand does Luke Skywalker lose?",Both,Neither,Left,Right,A,1
Star Wars,Who defeats Finn in his very first lightsaber duel?,Darth Vader,Darth Maul,Kerok Vet,Kylo Ren,D,1
Star Wars,What is Chewbacca's weapon of choice?,Lightsaber,Metal club,Blaster rifle,Bowcaster,D,1
Star Wars,"When we see him again in Star Wars: The Force Awakens, after many years galavanting around the galaxy with Han Solo, how old is Chewbacca?",Under 55 years,Over 220 years,78 years old,200 years old on the dot,B,1
Star Wars,"What are the creatures, living on Endor, that helped the Rebel's to defeat the second Death Star?",Jawas,Wookies,Nerf Herders,Ewoks,D,1
Star Wars,What was the original title for the Star Wars movie?,The Adventures of the Jedi,Adventures of Luke Starkiller,Battles in Space,Star Battles,B,1
Star Wars,What nickname does Han Solo call Luke Skywalker that drives him crazy?,Lukie,Skydancer,Buckaroo,Kid,D,1
Star Wars,Who delivers the final blow that destroys the second Death Star?,Luke Skywalker with a Speeder,Han Solo with an X-Wing,Lando Calrissian with the Millennium Falcon,Jar Jar Binks with a Y-Wing,C,1
Star Wars,"Alright, who blew up the first Death Star, and with what weapon?",Princess Leia with a thermal detonator,Princess Leia with an X-Wing,Luke Skywalker with an X-Wing,Luke Skywalker with his Lightsaber,C,1
Star Wars,What does Han Solo have to say about the Force in A New Hope?,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",I wouldn't be caught dead with those midichlorians in my blood!,"Listen Kid, I can use the force like any of you, I just don't want to.",You can never be too safe. The force is a powerful ally,A,1
Star Wars,"Ok, now you're in for it: After Han Solo and Chewie made an opening, which X-Wing pilot blew up the Starkiller Base?",General Hux,Finn,Poe Dameron,Han Solo,C,1
Star Wars,What is the location of the scene in which we see the predominant color of Luke Skywalker's outfit change from white to black?,Jabba's Palace,The Cloud City,The Droid Control Ship,The first Death Star,A,1
Star Wars,What race does the comical Jar Jar Binks belong to?,The Hutt,The Wookies,The Gungan,The Naboo,C,1
Star Wars,Where do the Gungan live on the planet of Naboo?,Underground in caverns,On land in palaces,Under water in domes,"In the sky, in a Cloud City",C,1
Star Wars,"Which character says the famous quote, A Jedi Knight? Jeez, I'm out of it for a little while, everyone gets delusions of grandeur! in Episode VI: Return of the Jedi?",Luke Skywalker,Lando Calrissian,Chewie,Han Solo,D,1
Star Wars,What colors is the lovable droid BB-8?,White and red,White and blue,Black and green,White and orange,D,1
Star Wars,"And what about R2D2, what colors cover this handsome little devil?",Green and yellow,White and blue,Silver and black,White and orange,B,1
Star Wars,What planet is Rey living on when BB-8 finds her?,Endor,Hoth,Tatooine,Jakku,D,1
Star Wars,What color is the first lightsaber Rey uses?,Purple,Green,Red,Blue,D,1
Star Wars,Who wins second place in the Boonta Eve Classic pod race where Anakin Skywalker's wins his freedom?,Anakin Skywalker,Mawhonic,Sebulba,Gasgano,D,1
Star Wars,"What is Princess Leia's famous line, recorded by R2D2 for her Jedi friend?","Han, we need you.","Help me, Obi-Wan Kenobi. You're my only hope",This bucket of bolts's never gonna get us past that blockade.,"Captain, being held by you isn't quite enough to get me excited.",B,1
Star Wars,"In Star Wars film, How many lightsaber blades does Darth Maul use?",3,4,5,2,D,1
Star Wars,"In Star Wars Movie, What color was Obi Wan Kenobi's lightsaber when he defeated Darth Maul?",Yellow,Red,Green,Blue,C,1
Star Wars,"Who auditioned for the role of Han Solo before it was offered to Harrison Ford, originally hired as a reader at the auditions?",George Clooney,Brad Pitt,Joss Whedon,Kurt Russell,D,1
Star Wars,"Which character says the famous line, Why, you stuck up, half-witted, scruffy-looking Nerf herder! in Episode V: The Empire Strikes Back?",Darth Vader,Princess Leia,C-3PO,Luke Skywalker,B,1
Star Wars,"When is the only time we see Han Solo use a lightsaber, and in what location?",Opening a door to save Chewie on Tatooine,Defending R2D2 from Storm troopers on Tatooine,Fighting Darth Vader to save Leia on Hoth,Cutting open the Tauntaun to save Luke on Hoth,D,1
Star Wars,"On the snow planet Hoth, whose body gets crushed under the imperial walker's foot?",Biggs,Eric,Bark,Dack,D,1
Star Wars,"In Star Wars: The Force Awakens, on what planet do Leia and Han Solo meet after a long separation?",Jakku,Hoth,Takodana,D'Qar,D,1
Star Wars,Which of the following is NOT a Darth in the Star Wars films?,Tyranus,Maul,Ackbar,Bane,C,1
Star Wars,"In The Phantom Menace, how many toes does Yoda have?",2,6,4,3,D,1
Star Wars,With what famous Sci-fi film does the original Star Wars trilogy share a production crew?,Star Trek,Battle Star Galactica,Space Quest,Space Odyssey 2001,D,1
Star Wars,How many children does Darth Vader have?,3,5,6,2,D,1
Star Wars,What two real-world languages is the Ewok's language based on?,German and French,Italian and Japanese,Chinese and Japanese,Tibetan and Nepalese,D,1
Star Wars,Which actor or actress was so tall that the doorways of The Phantom Menace set had to be rebuilt?,Harrison Ford,Alec Guinness,Frank Oz,Liam Neeson,D,1
Star Wars,"How many live action movies, as of mid-2016, have been seen by the public?",9,3,6,7,D,1
Star Wars,How many tentacles do Dianoga cephalopods have?,Nine,Eleven,Five,Seven,D,2
Star Wars,Which tree-covered planet do the Wookiees come from?,Hoth,Endor,Naboo,Kashyyyk,D,2
Star Wars,What did Luke Skywalker use to distract Darth Vader during their duel in Empire Strikes Back?,The Force,R2-D2,A pipe,His lightsaber,C,2
Star Wars,What is the name of the first officially licensed Star Wars video game that released in 1982?,Star Wars: Jedi Arena,Star Wars: Death Star Battle,Star Wars: A New Hope,Star Wars: The Empire Strikes Back,D,2
Star Wars,What is the name of the seedy cantina on Tatooine where Luke Skywalker and Obi-Wan Kenobi first encounter Han Solo?,Chalmun's Cantina,Dex's Diner,Mos Eisley Cantina,Tatooine Tavern,C,2
Star Wars,"Which holiday does Han Solo celebrate with Chewbacca on his home planet, Kashyyk, in the 1978 Star Wars Holiday Special?",Empire Day,Force Day,Life Day,Wookiee Festival,C,2
Star Wars,"Prior to portraying young Anakin Skywalker in Star Wars Episode I: The Phantom Menace, which movie did Jake Lloyd get his big break in playing Arnold Schwarzenegger’s son in?",Kindergarten Cop,Jingle All the Way (1996),Twins,Terminator 2,B,2
Star Wars,What was Obi-Wan Kenobi's rank in the Clone Wars?,Commander,Jedi Master,Knight,General,D,2
Star Wars,How many of the nine movies in Star Wars' Skywalker Saga were directed by George Lucas?,Five,Six,Three,Four (Episodes I - IV),D,2
Star Wars,"What was the original title of Return of the Jedi, used in a teaser trailer in 1982?",Rise of the Empire,Revenge of the Jedi,Return of the Sith,Battle of Endor,B,2
Star Wars,"Which fan favorite Star Wars character made his first appearance in an animated segment during the 1980 Star Wars Holiday Special, where he saves Luke Skywalker from a giant monster?",Darth Vader,Chewbacca,Han Solo,Boba Fett,D,2
Star Wars,"When Rey pulls out and activates her own lightsaber for the first time at the end of Star Wars: The Rise of Skywalker, what color is it?",Red,Green,Yellow,Blue,C,2
Star Wars,Which planet is the Jedi Temple located on?,Alderaan,Tatooine,Naboo,Coruscant,D,2
Star Wars,Which character does Oscar-winning actress Lupita Nyong'o portray in The Force Awakens?,Phasma,Rose Tico,Rey,Maz Kanata,D,2
Star Wars,What type of crystal is used in the Star Wars universe as the power source of a lightsaber?,Dilithium crystal,Phrik crystal,Quartz crystal,Kyber crystal,D,2
Star Wars,What is the name of Luke Skywalker’s aunt?,Padmé Amidala,Mon Mothma,Shmi Skywalker,Beru Lars,D,2
Star Wars,What real-life animal was almost used as the “actor” for Yoda?,A bird,A cat,A dog,A monkey,D,2
