theme,question,option_a,option_b,option_c,option_d,correct,level
Game of Thrones,"What is the name of Ramsay Bolton's father?"," Roose Bolton"," Walder Frey"," Tywin Lannister"," Stannis Baratheon","A",1
Game of Thrones,"Which character is known as Reek?"," Jon Snow"," Theon Greyjoy"," Samwell Tarly"," Gendry","B",1
Game of Thrones,"What is the motto of House Targaryen?"," Fire and Blood"," Hear Me Roar"," Winter is Coming"," We Do Not Sow","A",1
Game of Thrones,"Who is the Hand of the King to Robert Baratheon?"," Tywin Lannister"," Ned Stark"," Jon Arryn"," Stannis Baratheon","C",1
Game of Thrones,"What is the name of Arya's direwolf?"," Lady"," Nymeria"," Ghost"," Summer","B",1
Game of Thrones,"Which house has the motto 'Growing Strong'?"," House Tyrell"," House Martell"," House Tully"," House Arryn","A",1
Game of Thrones,"Who is the Knight of Flowers?"," Loras Tyrell"," Renly Baratheon"," Jaime Lannister"," Brienne of Tarth","A",1
Game of Thrones,"What is the name of the continent where most of the story takes place?"," Essos"," Westeros"," Sothoryos"," Ulthos","B",1
Game of Thrones,"Who is called the Mountain?"," Sandor Clegane"," Gregor Clegane"," Tormund Giantsbane"," Bronn","B",1
Game of Thrones,"What is the name of Daenerys' advisor from House Mormont?"," Jorah Mormont"," Jeor Mormont"," Lyanna Mormont"," Maege Mormont","A",1
Game of Thrones,"Which character is the leader of the Unsullied?"," Daario Naharis"," Grey Worm"," Missandei"," Varys","B",1
Game of Thrones,"What is the motto of House Greyjoy?"," We Do Not Sow"," Fire and Blood"," Hear Me Roar"," Winter is Coming","A",1
Game of Thrones,"Who pushes Bran from the tower?"," Cersei Lannister"," Jaime Lannister"," Tyrion Lannister"," Joffrey Baratheon","B",1
Game of Thrones,"What is the name of the battle where Robb Stark is killed?"," Red Wedding"," Blackwater"," Battle of the Bastards"," Hardhome","A",1
Game of Thrones,"Who is the Master of Whisperers?"," Petyr Baelish"," Varys"," Qyburn"," Grand Maester Pycelle","B",1
Game of Thrones,"What is House Martell's motto?"," Unbowed, Unbent, Unbroken"," Growing Strong"," Family, Duty, Honor"," As High as Honor","A",1
Game of Thrones,"Who is called Littlefinger?"," Varys"," Petyr Baelish"," Tyrion Lannister"," Davos Seaworth","B",1
Game of Thrones,"What is the name of Sansa's direwolf?"," Nymeria"," Lady"," Ghost"," Summer","B",1
Game of Thrones,"Which character is a smuggler known as the Onion Knight?"," Gendry"," Davos Seaworth"," Bronn"," Tormund","B",1
Game of Thrones,"What is the name of the Stark's maester?"," Pycelle"," Luwin"," Qyburn"," Samwell","B",1
Game of Thrones,"Who is the Prince of Dorne in the early seasons?"," Oberyn Martell"," Doran Martell"," Trystane Martell"," Ellaria Sand","B",1
Game of Thrones,"What is the name of the wildfire battle?"," Red Wedding"," Battle of the Blackwater"," Hardhome"," Battle of Winterfell","B",1
Game of Thrones,"Who is Jon Snow's love interest beyond the Wall?"," Melisandre"," Ygritte"," Val"," Gilly","B",1
Game of Thrones,"What is the motto of House Arryn?"," Family, Duty, Honor"," As High as Honor"," Growing Strong"," Unbowed, Unbent, Unbroken","B",1
Game of Thrones,"Who is the leader of the Night's Watch at the start?"," Jon Snow"," Jeor Mormont"," Alliser Thorne"," Eddison Tollett","B",1
Game of Thrones,"What is the name of Robb Stark's direwolf?"," Grey Wind"," Shaggydog"," Summer"," Ghost","A",1
Game of Thrones,"Which character is known as the Viper?"," Ellaria Sand"," Oberyn Martell"," Doran Martell"," Nymeria Sand","B",1
Game of Thrones,"What is the name of the Stark's ancestral sword reforged into two?"," Ice"," Longclaw"," Needle"," Dark Sister","A",1
Game of Thrones,"Who is the fat member of the Night's Watch who becomes Jon's friend?"," Grenn"," Pyp"," Samwell Tarly"," Eddison Tollett","C",1
Game of Thrones,"What is the name of Cersei's champion in trial by combat?"," Jaime Lannister"," The Hound"," The Mountain"," Bronn","C",1
Game of Thrones,"Who says 'Chaos is a ladder'?"," Tyrion Lannister"," Varys"," Petyr Baelish"," Cersei Lannister","C",1
Game of Thrones,"What is the name of Bran Stark's direwolf?"," Summer"," Grey Wind"," Shaggydog"," Nymeria","A",1
Game of Thrones,"Which house rules the Vale?"," House Arryn"," House Tully"," House Tyrell"," House Martell","A",1
Game of Thrones,"Who is the bastard son of Robert Baratheon?"," Theon Greyjoy"," Gendry"," Podrick Payne"," Hot Pie","B",1
Game of Thrones,"What is the name of the Stark's ward from the Iron Islands?"," Ramsay Bolton"," Theon Greyjoy"," Yara Greyjoy"," Euron Greyjoy","B",1
Game of Thrones,"Who is the commander of the City Watch in King's Landing?"," Janos Slynt"," Bronn"," Addam Marbrand"," Jacelyn Bywater","A",1
Game of Thrones,"What is the name of Rickon Stark's direwolf?"," Grey Wind"," Shaggydog"," Summer"," Lady","B",1
Game of Thrones,"Which character is a wildling giant?"," Tormund Giantsbane"," Wun Wun"," Mag the Mighty"," Karsi","C",1
Game of Thrones,"Who is the High Sparrow?"," A religious leader"," A king"," A maester"," A knight","A",1
Game of Thrones,"What is the name of the continent east of Westeros?"," Westeros"," Essos"," Sothoryos"," Ulthos","B",1
Game of Thrones,"Who kills Tywin Lannister?"," Jaime Lannister"," Cersei Lannister"," Tyrion Lannister"," Arya Stark","C",1
Game of Thrones,"What is the name of the Stark children's nurse?"," Osha"," Old Nan"," Septa Mordane"," Ros","B",1
Game of Thrones,"Who is the leader of the Brotherhood Without Banners?"," Thoros of Myr"," Beric Dondarrion"," Anguy"," Lem Lemoncloak","B",1
Game of Thrones,"What is the name of Joffrey's sword?"," Widow's Wail"," Lion's Tooth"," Hearteater"," All of the above","D",1
Game of Thrones,"Who is called the Spider?"," Petyr Baelish"," Varys"," Qyburn"," Grand Maester Pycelle","B",1
Game of Thrones,"What is the motto of House Tully?"," Family, Duty, Honor"," As High as Honor"," Growing Strong"," Unbowed, Unbent, Unbroken","A",1
Game of Thrones,"Who is the Maester at the Wall?"," Luwin"," Pycelle"," Aemon"," Qyburn","C",1
Game of Thrones,"What is the name of the city where Daenerys buys the Unsullied?"," Meereen"," Yunkai"," Astapor"," Qarth","C",1
Game of Thrones,"Who is Daenerys' translator?"," Missandei"," Grey Worm"," Daario Naharis"," Jorah Mormont","A",1
Game of Thrones,"What is the name of the poison used to kill Joffrey?"," Tears of Lys"," The Strangler"," Widow's Blood"," Wolfsbane","B",1
Game of Thrones,"Who is the Lord of Light?"," R'hllor"," The Seven"," The Old Gods"," The Drowned God","A",1
Game of Thrones,"What is the name of the battle where Jon Snow fights Ramsay Bolton?"," Battle of the Bastards"," Battle of Winterfell"," Hardhome"," Blackwater","A",1
Game of Thrones,"Who resurrects Jon Snow?"," The Night King"," Melisandre"," Thoros of Myr"," Beric Dondarrion","B",1
Game of Thrones,"What is the name of the Stark's septa?"," Old Nan"," Mordane"," Osha"," Ros","B",1
Game of Thrones,"Who is the King Beyond the Wall?"," Tormund Giantsbane"," Mance Rayder"," Styr"," Rattleshirt","B",1
Game of Thrones,"What is the name of Tyrion's first wife?"," Shae"," Tysha"," Sansa Stark"," Ros","B",1
Game of Thrones,"Who is the bastard of Winterfell?"," Ramsay Bolton"," Jon Snow"," Gendry"," Mya Stone","B",1
Game of Thrones,"What is the name of the island where the Targaryens ruled before Westeros?"," Dragonstone"," Valyria"," Summer Isles"," Naath","A",1
Game of Thrones,"Who kills the Night King?"," Jon Snow"," Daenerys Targaryen"," Arya Stark"," Theon Greyjoy","C",1
Game of Thrones,"What is the name of the final episode?"," The Iron Throne"," The Bells"," The Long Night"," Winterfell","A",1
Game of Thrones,"Who becomes King at the end?"," Jon Snow"," Bran Stark"," Sansa Stark"," Tyrion Lannister","B",1
Game of Thrones,"What happens to Daenerys in the end?"," She rules Westeros"," She dies"," She goes to Essos"," She marries Jon","B",1
Game of Thrones,"Who is elected Lord Commander after Jeor Mormont?"," Alliser Thorne"," Jon Snow"," Samwell Tarly"," Eddison Tollett","B",1
Game of Thrones,"What is the name of the wildling woman with Jon at Hardhome?"," Ygritte"," Val"," Karsi"," Osha","C",1
Game of Thrones,"Who is the Sand Snake who uses a whip?"," Obara"," Nymeria"," Tyene"," Ellaria","B",1
Game of Thrones,"What is the name of the city Daenerys rules in Essos?"," Astapor"," Yunkai"," Meereen"," Qarth","C",1
Game of Thrones,"Who is Tyrion's squire?"," Podrick Payne"," Lancel Lannister"," Hot Pie"," Gendry","A",1
Game of Thrones,"What is the name of the Stark's cook's son Arya befriends?"," Gendry"," Hot Pie"," Lommy"," Weasel","B",1
Game of Thrones,"Who is the leader of the Second Sons?"," Daario Naharis"," Mero"," Prendahl na Ghezn"," Grey Worm","A",1
Game of Thrones,"What is the name of the battle where Stannis attacks King's Landing?"," Red Wedding"," Blackwater"," Battle of the Bastards"," Hardhome","B",1
Game of Thrones,"Who betrays Daenerys in Qarth?"," Xaro Xhoan Daxos"," Pyat Pree"," Both A and B"," Jorah Mormont","C",1
Game of Thrones,"What is the name of the Stark's banner house with a flayed man sigil?"," House Karstark"," House Umber"," House Bolton"," House Mormont","C",2
Game of Thrones,"Who is Jon Snow's real father?"," Ned Stark"," Rhaegar Targaryen"," Robert Baratheon"," Jeor Mormont","B",2
Game of Thrones,"What is the name of Oberyn Martell's paramour?"," Ellaria Sand"," Obara Sand"," Nymeria Sand"," Tyene Sand","A",2
Game of Thrones,"Who is the maester who serves House Bolton?"," Luwin"," Pycelle"," Qyburn"," Aemon","C",2
Game of Thrones,"What is the name of the sword given to Brienne by Jaime?"," Oathkeeper"," Widow's Wail"," Longclaw"," Heartsbane","A",2
Game of Thrones,"Who is the wildling who becomes Samwell's love interest?"," Ygritte"," Val"," Gilly"," Karsi","C",2
Game of Thrones,"What is the name of the actor who plays Tyrion Lannister?"," Sean Bean"," Peter Dinklage"," Kit Harington"," Nikolaj Coster-Waldau","B",2
Game of Thrones,"Who kills Roose Bolton?"," Ramsay Bolton"," Jon Snow"," Sansa Stark"," Theon Greyjoy","A",2
Game of Thrones,"What is the name of the tower where Lyanna Stark dies?"," Tower of Joy"," Tower of the Hand"," White Tower"," Tower of the Sun","A",2
Game of Thrones,"Who is the captain of the Iron Fleet?"," Balon Greyjoy"," Euron Greyjoy"," Yara Greyjoy"," Victarion Greyjoy","B",2
Game of Thrones,"What is the name of the poison used on Myrcella?"," The Long Farewell"," The Strangler"," Tears of Lys"," Widow's Blood","A",2
Game of Thrones,"Who is the Lord of Harrenhal given by Tywin?"," Petyr Baelish"," Roose Bolton"," Janos Slynt"," Walder Frey","A",2
Game of Thrones,"What is the name of the battle where Tyrion is captured by hill tribes?"," Battle of the Green Fork"," Battle of the Whispering Wood"," Battle of Oxcross"," Battle of the Camps","A",2
Game of Thrones,"Who is the singer at the Red Wedding?"," Marillion"," Symon Silver Tongue"," Tom of Sevenstreams"," Dareon","C",2
Game of Thrones,"What is the name of the wildling elder at Hardhome?"," Mance Rayder"," Tormund"," Karsi"," Loboda","D",2
Game of Thrones,"Who is the maester who helps Bran?"," Aemon"," Luwin"," Pycelle"," Qyburn","B",2
Game of Thrones,"What is the name of the sword of House Mormont?"," Longclaw"," Heartsbane"," Lady Forlorn"," Dawn","A",2
Game of Thrones,"Who kills Lysa Arryn?"," Petyr Baelish"," Sansa Stark"," Robin Arryn"," Yohn Royce","A",2
Game of Thrones,"What is the name of the city where the Iron Bank is located?"," Pentos"," Braavos"," Lys"," Volantis","B",2
Game of Thrones,"Who is the leader of the Stone Crows?"," Shagga"," Timett"," Ulf"," Chella","A",2
Game of Thrones,"What is the name of the episode where the Battle of Blackwater occurs?"," Blackwater"," The Rains of Castamere"," The Watchers on the Wall"," The Battle of the Bastards","A",2
Game of Thrones,"Who is the bastard daughter of Robert Baratheon in the Stormlands?"," Mya Stone"," Bella"," Barra"," Gendry's sister","A",2
Game of Thrones,"What is the name of the Valyrian steel sword of House Tarly?"," Heartsbane"," Longclaw"," Dark Sister"," Lady Forlorn","A",2
Game of Thrones,"Who is the knight who defends Tyrion in the Vale?"," Bronn"," Vardis Egen"," Lyn Corbray"," Donnel Waynwood","A",2
Game of Thrones,"What is the name of the wildling who attacks Bran?"," Osha"," Ygritte"," Val"," Harle","A",2
Game of Thrones,"Who is the Grand Maester under Robert?"," Pycelle"," Qyburn"," Aemon"," Luwin","A",2
Game of Thrones,"What is the name of the battle where Jaime is captured?"," Battle of the Whispering Wood"," Battle of the Green Fork"," Battle of Oxcross"," Battle of the Blackwater","A",2
Game of Thrones,"Who is the sellsword who becomes Daenerys' lover?"," Jorah Mormont"," Daario Naharis"," Grey Worm"," Belwas","B",2
Game of Thrones,"What is the name of the castle of House Tully?"," Riverrun"," Harrenhal"," The Twins"," Moat Cailin","A",2
Game of Thrones,"Who kills Renly Baratheon?"," Brienne of Tarth"," Stannis Baratheon"," Shadow creature"," Loras Tyrell","C",2
Game of Thrones,"What is the name of the episode with the Red Wedding?"," The Rains of Castamere"," Blackwater"," The Lion and the Rose"," The Watchers on the Wall","A",2
Game of Thrones,"Who is the Lord of Riverrun?"," Hoster Tully"," Edmure Tully"," Brynden Tully"," Walder Frey","B",2
Game of Thrones,"What is the name of the wildling cannibal tribe?"," Thenns"," Hornfoots"," Ice River clans"," Cave people","A",2
Game of Thrones,"Who is the captain of Daenerys' guard?"," Barristan Selmy"," Jorah Mormont"," Daario Naharis"," Grey Worm","A",2
Game of Thrones,"What is the name of the sword of House Dayne?"," Dawn"," Heartsbane"," Longclaw"," Lady Forlorn","A",2
Game of Thrones,"Who is the Blackfish?"," Brynden Tully"," Edmure Tully"," Hoster Tully"," Lysa Arryn","A",2
Game of Thrones,"What is the name of the city Daenerys conquers first?"," Astapor"," Yunkai"," Meereen"," Qarth","A",2
Game of Thrones,"Who betrays Robb Stark at the Red Wedding?"," Roose Bolton"," Walder Frey"," Both A and B"," Tywin Lannister","C",2
Game of Thrones,"What is the name of the actor who plays Jon Snow?"," Richard Madden"," Kit Harington"," Alfie Allen"," Iwan Rheon","B",2
Game of Thrones,"Who is the Lord of the Dreadfort?"," Roose Bolton"," Ramsay Bolton"," Domeric Bolton"," Karstark","A",2
Game of Thrones,"What is the name of the episode where Ned Stark dies?"," Baelor"," Fire and Blood"," The Pointy End"," You Win or You Die","A",2
Game of Thrones,"Who is the knight who joins Daenerys in Astapor?"," Jorah Mormont"," Barristan Selmy"," Daario Naharis"," Strong Belwas","B",2
Game of Thrones,"What is the name of the wildling who Jon kills first?"," Orell"," Craster"," Qhorin Halfhand"," Styr","C",2
Game of Thrones,"Who is the Master of Coin under Tyrion?"," Petyr Baelish"," Mace Tyrell"," Kevan Lannister"," Janos Slynt","A",2
Game of Thrones,"What is the name of the castle of House Baratheon?"," Storm's End"," Dragonstone"," Casterly Rock"," Highgarden","A",2
Game of Thrones,"Who kills Ygritte?"," Jon Snow"," Olly"," Alliser Thorne"," Tormund","B",2
Game of Thrones,"What is the name of the actor who plays Daenerys?"," Lena Headey"," Emilia Clarke"," Sophie Turner"," Maisie Williams","B",2
Game of Thrones,"Who is the Lord of Highgarden?"," Mace Tyrell"," Willas Tyrell"," Garlan Tyrell"," Loras Tyrell","A",2
Game of Thrones,"What is the name of the episode with the Purple Wedding?"," The Lion and the Rose"," The Rains of Castamere"," Second Sons"," Kissed by Fire","A",2
Game of Thrones,"Who is the bastard of the Dreadfort?"," Ramsay Snow"," Domeric Bolton"," Roose Bolton"," Theon Greyjoy","A",2
Game of Thrones,"What is the name of the sword reforged from Ice for Jaime?"," Oathkeeper"," Widow's Wail"," Heartsbane"," Longclaw","A",2
Game of Thrones,"Who is the wildling woman who dies at Castle Black?"," Ygritte"," Val"," Gilly"," Mag the Mighty's wife","A",2
Game of Thrones,"What is the name of the actor who plays Arya Stark?"," Sophie Turner"," Maisie Williams"," Emilia Clarke"," Lena Headey","B",2
Game of Thrones,"Who is the Lord of Bear Island?"," Jeor Mormont"," Jorah Mormont"," Lyanna Mormont"," Maege Mormont","C",2
Game of Thrones,"What is the name of the episode where the Wildlings attack the Wall?"," The Watchers on the Wall"," The Climb"," Blackwater"," Hardhome","A",2
Game of Thrones,"Who kills Karl Tanner?"," Jon Snow"," Grenn"," Eddison Tollett"," Rast","A",2
Game of Thrones,"What is the name of the sword reforged for Joffrey?"," Widow's Wail"," Oathkeeper"," Lion's Tooth"," Hearteater","A",2
Game of Thrones,"Who is the septon who marries Tyrion and Sansa?"," High Septon"," Septon Ray"," Septon Meribald"," The High Sparrow","A",2
Game of Thrones,"What is the name of the actor who plays Sansa Stark?"," Maisie Williams"," Sophie Turner"," Emilia Clarke"," Natalie Dormer","B",2
Game of Thrones,"Who is the leader of the Faith Militant?"," Lancel Lannister"," The High Sparrow"," Septon Ray"," Brother Ray","B",2
Game of Thrones,"What is the name of the episode where Daenerys burns the khals?"," Book of the Stranger"," The Door"," Blood of My Blood"," The Broken Man","A",2
Game of Thrones,"Who holds the door for Bran?"," Meera Reed"," Hodor"," Summer"," Leaf","B",2
Game of Thrones,"What is the name of the play Arya watches in Braavos?"," The Bloody Hand"," The Lion and the Rose"," The Wars to Come"," The King's Crown","A",2
Game of Thrones,"Who kills Walder Frey?"," Arya Stark"," Jon Snow"," Sansa Stark"," The Hound","A",2
Game of Thrones,"What is the name of the actor who plays Cersei Lannister?"," Lena Headey"," Emilia Clarke"," Natalie Dormer"," Carice van Houten","A",2
Game of Thrones,"Who is the Archmaester at the Citadel?"," Marwyn"," Ebrose"," Pylos"," Samwell","B",2
Game of Thrones,"What is the name of the episode where the Sept of Baelor is destroyed?"," The Winds of Winter"," Battle of the Bastards"," No One"," The Broken Man","A",2
Game of Thrones,"Who cures Jorah's greyscale?"," Samwell Tarly"," Archmaester Ebrose"," Qyburn"," Shireen Baratheon","A",2
Game of Thrones,"What is the name of the dragon killed by the Night King?"," Drogon"," Rhaegal"," Viserion"," Balerion","C",2
Game of Thrones,"Who is the actor who plays Jaime Lannister?"," Nikolaj Coster-Waldau"," Peter Dinklage"," Sean Bean"," Aidan Gillen","A",2
Game of Thrones,"What is the name of the episode where Arya kills the Night King?"," The Long Night"," A Knight of the Seven Kingdoms"," Winterfell"," The Bells","A",2
Game of Thrones,"Who becomes Queen in the North?"," Arya Stark"," Sansa Stark"," Daenerys Targaryen"," Cersei Lannister","B",2
Game of Thrones,"What is the name of the actor who plays Theon Greyjoy?"," Iwan Rheon"," Alfie Allen"," Pilou Asbæk"," Richard Madden","B",2
Game of Thrones,"Who kills Euron Greyjoy?"," Yara Greyjoy"," Jaime Lannister"," The Hound"," Jon Snow","B",2
Game of Thrones,"What is the name of the episode where Daenerys destroys King's Landing?"," The Bells"," The Last of the Starks"," The Iron Throne"," The Long Night","A",2
Game of Thrones,"Who is chosen as Master of Ships at the end?"," Davos Seaworth"," Bronn"," Gendry"," Samwell Tarly","A",2
Game of Thrones,"What is the name of the actor who plays Brienne of Tarth?"," Gwendoline Christie"," Carice van Houten"," Natalie Dormer"," Lena Headey","A",2
Game of Thrones,"Who is the first actor to play Gregor Clegane?"," Conan Stevens"," Ian Whyte"," Hafþór Júlíus Björnsson"," Mark Addy","A",3
Game of Thrones,"In what year did Game of Thrones premiere?"," 2009"," 2010"," 2011"," 2012","C",3
Game of Thrones,"How many episodes are in the entire series?"," 70"," 73"," 75"," 80","B",3
Game of Thrones,"Who was originally cast as Daenerys Targaryen?"," Tamzin Merchant"," Emilia Clarke"," Jennifer Ehle"," Lena Headey","A",3
Game of Thrones,"Which actor was stuck to a toilet seat due to dragon makeup?"," Kit Harington"," Emilia Clarke"," Peter Dinklage"," Nikolaj Coster-Waldau","B",3
Game of Thrones,"What is the real name of Hodor's actor?"," Kristian Nairn"," Isaac Hempstead Wright"," Rory McCann"," Daniel Portman","A",3
Game of Thrones,"How many actors played the Mountain?"," 2"," 3"," 4"," 5","B",3
Game of Thrones,"Which character was pranked with a fake script?"," Kit Harington"," Sophie Turner"," Maisie Williams"," Emilia Clarke","A",3
Game of Thrones,"What is the budget per episode in later seasons?"," $5 million"," $10 million"," $15 million"," $20 million","C",3
Game of Thrones,"Which location was used for Winterfell?"," Castle Ward, Northern Ireland"," Doune Castle, Scotland"," Alcázar of Seville, Spain"," Mdina, Malta","A",3
Game of Thrones,"Who wrote the books the show is based on?"," J.R.R. Tolkien"," George R.R. Martin"," J.K. Rowling"," Stephen King","B",3
Game of Thrones,"How many Emmy Awards did the show win?"," 50"," 59"," 60"," 65","B",3
Game of Thrones,"Which actor is a DJ in real life?"," Kristian Nairn (Hodor)"," Rory McCann (The Hound)"," Hafþór Björnsson (The Mountain)"," Jacob Anderson (Grey Worm)","A",3
Game of Thrones,"What was the original title of the pilot episode?"," Winter is Coming"," The Kingsroad"," Lord Snow"," A Golden Crown","A",3
Game of Thrones,"Which actor nicknamed their wig 'The Turnip'?"," Lena Headey"," Emilia Clarke"," Sophie Turner"," Gwendoline Christie","B",3
Game of Thrones,"How long did it take to film the Battle of Winterfell?"," 55 nights"," 30 nights"," 40 nights"," 70 nights","A",3
Game of Thrones,"Which character was supposed to die but survived?"," Bronn"," The Hound"," Jorah Mormont"," Beric Dondarrion","A",3
Game of Thrones,"What is the real name of the actor who plays Varys?"," Conleth Hill"," Aidan Gillen"," Liam Cunningham"," Anton Lesser","A",3
Game of Thrones,"Which scene caused Emilia Clarke to have brain aneurysms?"," Dragon birth"," Naked fire walk"," Horse heart eating"," Wedding night","B",3
Game of Thrones,"How many languages were created for the show?"," 1"," 2"," 3"," 4","B",3
Game of Thrones,"Who was the Scrabble champion on set?"," Peter Dinklage"," Lena Headey"," Nikolaj Coster-Waldau"," Gwendoline Christie","D",3
Game of Thrones,"Which actor auditioned for Jon Snow?"," Iwan Rheon"," Richard Madden"," Alfie Allen"," All of the above","D",3
Game of Thrones,"What was the coffee cup incident in season 8?"," Left on table"," In Daenerys' hand"," In battle scene"," In throne room","A",3
Game of Thrones,"Who directed the most episodes?"," David Nutter"," Alan Taylor"," Miguel Sapochnik","  Weiss","A",3
Game of Thrones,"How many wigs were used for Daenerys?"," 5"," 10"," 15"," Over 20","D",3
Game of Thrones,"Which actor is related to Charlie Chaplin?"," Oona Chaplin (Talisa)"," Lena Headey"," Emilia Clarke"," Maisie Williams","A",3
Game of Thrones,"What was the original casting for Catelyn Stark?"," Jennifer Ehle"," Michelle Fairley"," Lena Headey"," Gillian Anderson","A",3
Game of Thrones,"How many dragons were CGI?"," All"," Two"," One"," None","A",3
Game of Thrones,"Which location was used for King's Landing?"," Dubrovnik, Croatia"," Seville, Spain"," Malta"," Morocco","A",3
Game of Thrones,"Who composed the theme music?"," Hans Zimmer"," Ramin Djawadi"," John Williams"," Howard Shore","B",3
Game of Thrones,"How long was the Long Night shoot?"," 55 days"," 55 nights"," 11 weeks"," 1 month","B",3
Game of Thrones,"Which actor lifted 1000 pounds?"," Hafþór Björnsson"," Rory McCann"," Kristofer Hivju"," Iain Glen","A",3
Game of Thrones,"What was the water bottle gaffe in the finale?"," Under Sam's chair"," Behind Daenerys"," In council scene"," Both A and C","D",3
Game of Thrones,"Who was offered the role of Cersei first?"," Gillian Anderson"," Tricia Helfer"," Lena Headey"," Kate Beckinsale","B",3
Game of Thrones,"How many episodes did Miguel Sapochnik direct?"," 5"," 6"," 7"," 8","B",3
Game of Thrones,"Which actor is a rapper?"," Jacob Anderson (Grey Worm)"," Raleigh Ritchie (same)"," Both A and B"," None","C",3
Game of Thrones,"What was the budget for season 8?"," $90 million"," $100 million"," $120 million"," $150 million","A",3
Game of Thrones,"Who pranked Kit Harington with a fake head?"," Rose Leslie"," Emilia Clarke"," Sophie Turner"," Maisie Williams","A",3
Game of Thrones,"How many stuntmen were set on fire in one scene?"," 10"," 20"," 73"," 50","C",3
Game of Thrones,"Which actor couldn't ride horses?"," Peter Dinklage"," Emilia Clarke"," Kit Harington"," Nikolaj Coster-Waldau","B",3
Game of Thrones,"What is the record for pirated downloads?"," 1 billion"," 1.5 billion"," 2 billion"," 500 million","A",3
Game of Thrones,"Who was the body double for Cersei's walk of shame?"," Lena Headey"," Rebecca Van Cleave"," Emilia Clarke"," Body double not used","B",3
Game of Thrones,"How many VFX shots in season 8?"," 1000"," 2000"," 3000"," Over 10,000","D",3
Game of Thrones,"Which episode has the highest IMDb rating?"," Battle of the Bastards"," The Winds of Winter"," The Rains of Castamere"," Hardhome","A",3
Game of Thrones,"Who designed the languages?"," George R.R. Martin"," David J. Peterson","  Weiss"," David Benioff","B",3
Game of Thrones,"How many words in Dothraki language?"," 1000"," 3000"," 4000"," 5000","C",3
Game of Thrones,"Which actor is descended from Charles II?"," Kit Harington"," Rose Leslie"," Emilia Clarke"," Both A and B","D",3
Game of Thrones,"What was the original ending changed?"," Bran king"," Jon kills Daenerys"," Arya kills Night King"," All planned","C",3
Game of Thrones,"How many directors for the series?"," 10"," 15"," 19"," 25","C",3
Game of Thrones,"Which scene used 500 extras as dead bodies?"," Battle of Winterfell"," Hardhome"," Battle of the Bastards"," Loot Train Attack","A",3
Breaking Bad,What is the name of the high school chemistry teacher who becomes a meth manufacturer?,A. Jesse Pinkman,B. Walter White,C. Hank Schrader,D. Saul Goodman,B,1
Breaking Bad,In what city does Breaking Bad primarily take place?,A. Albuquerque,B. Los Angeles,C. New York,D. Chicago,A,1
Breaking Bad,What is Walter White's alter ego?,A. Capone,B. Scarface,C. Heisenberg,D. Mr. Big,C,1
Breaking Bad,Who is Walter White's partner in crime?,A. Hank Schrader,B. Saul Goodman,C. Gus Fring,D. Jesse Pinkman,D,1
Breaking Bad,What color is the methamphetamine produced by Walter White?,A. Green,B. Blue,C. Red,D. White,B,1
Breaking Bad,What fast-food chain is owned by Gus Fring?,A. KFC,B. Pollo Tropical,C. El Pollo Loco,D. Los Pollos Hermanos,D,1
Breaking Bad,Who is Walter White's wife?,A. Marie Schrader,B. Jane Margolis,C. Skyler White,D. Lydia Rodarte-Quayle,C,1
Breaking Bad,What is the name of Walter White's son?,A. Flynn,B. Brock,C. Todd,D. Combo,A,1
Breaking Bad,Who is the DEA agent in the show?,A. Saul Goodman,B. Mike Ehrmantraut,C. Gus Fring,D. Hank Schrader,D,1
Breaking Bad,What is Saul Goodman's profession?,A. Teacher,B. Lawyer,C. Doctor,D. Chef,B,1
Breaking Bad,What vehicle do Walter and Jesse use as a mobile meth lab?,A. Van,B. Car,C. RV,D. Truck,C,1
Breaking Bad,What is Jesse Pinkman's catchphrase?,A. Yeah science!,B. Bitch!,C. Say my name,D. Tread lightly,B,1
Breaking Bad,Who says 'I am the one who knocks'?,A. Gus Fring,B. Jesse Pinkman,C. Walter White,D. Hank Schrader,C,1
Breaking Bad,What illness does Walter White have?,A. Diabetes,B. Cancer,C. Heart disease,D. Alzheimer's,B,1
Breaking Bad,What is the name of Jesse's girlfriend who overdoses?,A. Skyler White,B. Andrea Cantillo,C. Lydia Rodarte-Quayle,D. Jane Margolis,D,1
Breaking Bad,Who is Hank Schrader married to?,A. Skyler,B. Jane,C. Marie,D. Andrea,C,1
Breaking Bad,What is the name of the car wash bought by the Whites?,A. Sparkle Car Wash,B. A1A Car Wash,C. Sudsy Car Wash,D. Magic Car Wash,B,1
Breaking Bad,What network aired Breaking Bad?,A. HBO,B. Netflix,C. AMC,D. FX,C,1
Breaking Bad,Who plays Walter White?,A. Aaron Paul,B. Bob Odenkirk,C. Bryan Cranston,D. Dean Norris,C,1
Breaking Bad,What is Gus Fring's nationality?,A. Mexican,B. American,C. Chilean,D. Colombian,C,1
Breaking Bad,What does Walter White teach?,A. Biology,B. Physics,C. Chemistry,D. Math,C,1
Breaking Bad,Who is the creator of Breaking Bad?,A. Matthew Weiner,B. David Chase,C. Aaron Sorkin,D. Vince Gilligan,D,1
Breaking Bad,What is the name of Walter's baby daughter?,A. Holly,B. Jane,C. Andrea,D. Lydia,A,1
Breaking Bad,Who is Jesse's lawyer?,A. Hank Schrader,B. Gus Fring,C. Saul Goodman,D. Mike Ehrmantraut,C,1
