theme,question,option_a,option_b,option_c,option_d,correct,level
"Harry Potter","In the first movie, who catches Harry and Hermione in the Astronomy Tower after they release Norbert?","Professor Snape","Professor McGonagall","Filch","Draco Malfoy","C","hard"
"Harry Potter","In the first movie, Ollivander tells Harry that James Potter’s wand was excellent for a certain type of magic–which type?","Charms","Potions","Transfiguration","Defense Against the Dark Arts","C","hard"
"Harry Potter","In the first movie, where is Hagrid when he wins the dragon’s egg?","The Three Broomsticks","The Hog’s Head pub","Diagon Alley","Madam Malkin's","B","hard"
"Harry Potter","In the second movie, what does Dobby do that earns Harry a warning from the Ministry of Magic?","Performs a Levitation Charm","Performs a Hover Charm","Performs an Expelliarmus","Performs a Wingardium Leviosa","B","hard"
"Harry Potter","In the second movie, how is a basilisk created?","By hatching a snake egg under a rooster","By hatching a chicken egg under a toad","By transfiguring a spider","By brewing a special potion","B","hard"
"Harry Potter","In the second movie, what assignment does Gilderoy Lockhart give to his students on the first day of class?","An essay on defensive spells","A quiz about himself and his books","A practical duel","A potion recipe","B","hard"
"Harry Potter","In the second movie, who figures out that the “monster” in the Chamber of Secrets is a basilisk?","Ron Weasley","Hermione","Harry Potter","Professor Dumbledore","B","hard"
"Harry Potter","In the second movie, what is the password to the Slytherin common room?","Mudblood","Pure-blood","Serpent","Salazar","B","hard"
"Harry Potter","In the second movie, name the third and final way that Dobby tries to “convince” Harry to leave Hogwarts.","He enchants his broom","He seals the platform barrier","He jinxes a Bludger to try and knock him off his broom","He poisons his food","C","hard"
"Harry Potter","In the second movie, who tells Tom Riddle that Hogwarts will be closed if the person responsible for opening the Chamber of Secrets is not caught?","Professor Slughorn","Headmaster Dippet","Professor Dumbledore","Professor McGonagall","B","hard"
"Harry Potter","In the second movie, why does Harry have to regrow his arm bones?","He broke them in a Quidditch match","Professor Lockhart removed the bones in his arm instead of mending them","He was attacked by the basilisk","He fell from the Astronomy Tower","B","hard"
"Harry Potter","In the second movie, what causes Fawkes to fly into the Chamber of Secrets?","A summoning charm","Harry proclaims that Dumbledore is a greater wizard than Voldemort, even in the face of death","An order from Dumbledore","The basilisk's roar","B","hard"
"Harry Potter","In the second movie, what happens if you hear a baby Mandrake cry?","You are turned to stone","You are knocked unconscious","You gain enhanced hearing","You fall in love","B","hard"
"Harry Potter","In the second movie, in Flourish and Blotts, what item does Lucius Malfoy hide Tom Riddle’s diary in?","Harry's copy of Quidditch Through the Ages","Ginny’s copy of A Beginner’s Guide to Transfiguration","Ron's wand","Hermione's textbook","B","hard"
"Harry Potter","In the second movie, what ingredients does Hermione steal from Snape’s private stores for the Polyjuice Potion?","Unicorn hair and dragon scales","Boomslang skin and lacewing flies","Phoenix tears and basilisk venom","Mandrake root and gillyweed","B","hard"
"Harry Potter","In the second movie, why does Gilderoy Lockhart’s final Memory Charm backfire?","He uses Harry's wand","He uses Ron’s broken wand","He miscasts the spell","The wand rejects him","B","hard"
"Harry Potter","In the second movie, what punishments do Harry and Ron receive after flying the Ford Anglia to Hogwarts?","Detention with Filch","Ron has to polish the trophy room without magic, and Harry must help Lockhart answer fan mail","Points deduction from Gryffindor","Banned from Hogsmeade","B","hard"
